Id,ProjectIdentifier,ProjectName,ApplicationDate,AmountGrantRequested,AmountGrantApproved,DateGrantApproved,AmountGrantPaid,DateGrantPaid,ProjectDescription,StatusCode_Id,StatusDescription,ProjOfficerRecommendation,TargetCompletionDate,Region_Id,District_Id,Keywords,Summary,ProjOfficer_Id,Problems,StatusCodeDate,StrengthsWeaknesses,FinanceOtherFunders,LocalContribution,WebSitePicture,WebSitePictureDescription,Latitude,Longitude,DocumentsUrl,PublicDocumentsUrl,ImpactOfProject,LastUpdated,TotalProjectCost,LastUpdatedBy
1623,772,"Lindi Regional Library Renovation","2020-02-09 00:00:00",4918,NULL,NULL,NULL,NULL,NULL,4,NULL,"This is a project that is desperately needed in Lindi town. The building has been neglected to the extent that it has become almost unusable due to ingress of rain for the two rainy seasons. LIFT, the organisation volunteering their project management, have an excellent track record of larger and small projects in the area. The principals are known personally to me and they are honest and genuine in their endeavours to improve lives in Lindi.
Their most recent larger project was the construction of a block of toilets in the largest primary school in Lindi town. This came in on time and on budget. Organising committees were disbanded at the outset and both materials purchase and works were closely monitored. I have ben in contact with READ International who are positive about being able to contribute further funds to finish the refurb. The funds requested would only make good the roof, ceilings and pay for glass windows. The remaining works which were costed in the original application would enable full use to be made of the large number of children's books in storage, as well as the computers which have been donated previously but are not in use due to the current condition of the library.
I met the new librarian who has a very refreshing outlook on how the library should be run to attract more children to use facilities.
I am confident that this money will be well managed to produce a lasting impact for the town. There is potential to expand in the future to create a learning centre - one of my personal dreams to improve opportunities for the local people.",NULL,10,16,"Library, renovation, information, books","PG 09.02.20  This is a revised budget, having submitted their first application which was way outside the Guidelines",1019,NULL,2020-02-09,NULL,"Potentially READ International","Municipal architects services
Management of the project - by LIFT",NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%218910&cid=F58F41920BFFDE6E,,NULL,"2020-02-25 17:47:14",11696.0000,ApplicationstotheTanzaniaDevelopmentTrust
1624,773,"HAKIKA Group, irrigation and well, Singida","2020-02-09 00:00:00",5902,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,18,81,"CBO, water, irrigation, well, farming, IGA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%218916&cid=F58F41920BFFDE6E,,NULL,"2020-02-09 17:45:21",6070.0000,ApplicationstotheTanzaniaDevelopmentTrust
1625,774,"COAMA Widows Sewing Group, Muleba","2020-02-12 00:00:00",3072,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,4,7,"tailoring, sewing machines. widows, previous funding from TDT",NULL,10,NULL,2020-02-12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%218924&cid=F58F41920BFFDE6E,,NULL,"2020-02-12 18:30:56",3740.0000,ApplicationstotheTanzaniaDevelopmentTrust
1626,"COV 1","Mvumi Hospital equipment","2020-04-12 00:00:00",1973,1973,NULL,2000,NULL,NULL,9,"Grant paid and received by hospital.  photos received from Angela Savage",NULL,NULL,6,33,"Emergency hospital equipment, Mvumi,  in response to COVID 19 pandemic",NULL,3,NULL,2020-04-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%218963&cid=F58F41920BFFDE6E,,NULL,"2020-04-18 10:11:30",2000.0000,ApplicationstotheTanzaniaDevelopmentTrust
1627,"COV 2","Kasulu COVID Centre, PPE Equipment","2020-04-13 00:00:00",13702,1354,NULL,1354,NULL,NULL,9,"After discussion with DMO and Benedicto grant adjusted down for local making of masks and clothing and possible supply of visors from Dar.  Funds sent by Janet  ","Approved with reduced grant ",NULL,3,12,"Non-contact thermometers, PPE Equipment,
Covid emergency",NULL,10,NULL,2020-04-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%218965&cid=F58F41920BFFDE6E,,NULL,"2020-04-18 10:08:34",1354.0000,ApplicationstotheTanzaniaDevelopmentTrust
1628,"COV 3","Kibirizi Wazee, COVID emergency supplies","2020-04-14 00:00:00",1012,NULL,NULL,NULL,NULL,NULL,17,"Rejected due to criteria but consideration at next May meeting for some core funds possible",NULL,NULL,3,3,"elderly people, emergency supplies, COVID 19",NULL,3,NULL,2020-04-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%218967&cid=F58F41920BFFDE6E,,NULL,"2020-04-18 10:02:55",1012.0000,ApplicationstotheTanzaniaDevelopmentTrust
1629,"COV 4","SUWODE Hand washing campaign","2020-04-15 00:00:00",3109,NULL,NULL,NULL,NULL,NULL,24,"17 Withdrawn",NULL,NULL,4,45,"Hand washing campaign & equipment for COVID emergency","This has been withdrawn as the COVID appeal is ONLY for urgent medical equipment for health workers.  This does not fit our COVID criteria.",3,NULL,2020-04-15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%218969&cid=F58F41920BFFDE6E,,NULL,"2020-04-15 09:46:56",4559.0000,ApplicationstotheTanzaniaDevelopmentTrust
1630,"COV 5","Mbeya Referral Hospital, Staff PPE","2020-04-17 00:00:00",2066,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,20,NULL,"Staff PPE, COVID 19, Hospital",NULL,NULL,NULL,2020-04-17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%218972&cid=F58F41920BFFDE6E,,NULL,"2020-04-17 11:29:37",3811.0000,ApplicationstotheTanzaniaDevelopmentTrust
1631,"COV 6","Katoke Dispensary, Biharamulo, Kagera","2020-04-18 00:00:00",1726,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,4,45,"Dispensary, designated facility for COVID 19, ",NULL,NULL,NULL,2020-04-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%218975&cid=F58F41920BFFDE6E,,NULL,"2020-04-18 07:46:17",1829.0000,ApplicationstotheTanzaniaDevelopmentTrust
1632,"COV 7","Mbalamwezi CBO for Manyoni Hospital, and Kintinku Dispensary","2020-04-18 00:00:00",1654,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,18,51,"COVID preventatives, soap, buckets etc, Manyoni Hospital, and Kintinku Dispensary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%218978&cid=F58F41920BFFDE6E,,NULL,"2020-04-18 16:03:02",1654.0000,ApplicationstotheTanzaniaDevelopmentTrust
1633,"COV 8","Mazwi Health Centre, Sumbawanga","2020-04-18 00:00:00",5190,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,13,25,"COVID Medical equip. education, staff/transport costs",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%218981&cid=F58F41920BFFDE6E,,NULL,"2020-04-18 16:42:12",6920.0000,ApplicationstotheTanzaniaDevelopmentTrust
1634,"COV 9","Mwamgongo Health Centre, Kigoma","2020-04-18 00:00:00",1145,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,3,4,"COVID PPE etc ",NULL,NULL,NULL,2020-04-18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%218984&cid=F58F41920BFFDE6E,,NULL,"2020-04-18 17:10:42",1145.0000,ApplicationstotheTanzaniaDevelopmentTrust
1635,"COV 10","Maweni Regional Referral Hospital, Kigoma","2020-04-20 00:00:00",1792,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,3,10,"PPE for hospital staff, plus support of vulnerable children in Kigoma through Lake tanganyika Children Support Organisation",NULL,NULL,NULL,2020-04-20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%218987&cid=F58F41920BFFDE6E,,NULL,"2020-04-20 10:03:50",1792.0000,ApplicationstotheTanzaniaDevelopmentTrust
1636,"COV 12","Uvinza District Hospital, Kigoma","2020-04-21 00:00:00",1741,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,3,11,"District Hospital, PPE and materials",NULL,NULL,NULL,2020-04-21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%218989&cid=F58F41920BFFDE6E,,NULL,"2020-04-21 07:59:25",1741.0000,ApplicationstotheTanzaniaDevelopmentTrust
1637,"COV 11","Uvinza Health Centres/Dispensaries, Kigoma","2020-04-22 00:00:00",NULL,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,3,11,"10 Uvinza dispensaries/ health centres
PPE for staff
Mwakizega, Songambele, Nyanganga, Mgambazi,Igalula, Sunuka, Mazungwe, Kalenge, Nguruka, and Basanza",NULL,NULL,NULL,2020-04-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%218991&cid=F58F41920BFFDE6E,,NULL,"2020-04-22 08:31:29",NULL,ApplicationstotheTanzaniaDevelopmentTrust
1638,"COV 13","Singida Regional Referral Hospital, Singida","2020-04-22 00:00:00",1997,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,18,47,"Application from Hospital  via Dr. who also in charge of NGO , SPRF (Stars of Poverty rescue Foundation)",NULL,NULL,NULL,2020-04-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%218993&cid=F58F41920BFFDE6E,,NULL,"2020-04-22 08:57:26",1997.0000,ApplicationstotheTanzaniaDevelopmentTrust
1639,"COV 14","Tumbi Regional Referral Hospital, Kibaha, Pwani","2020-04-23 00:00:00",NULL,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,7,65,"Regional Referral Hospital, PPE for staff
outskirts of Dar.",NULL,NULL,NULL,2020-04-23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%219004&cid=F58F41920BFFDE6E,,NULL,"2020-04-24 20:47:12",NULL,ApplicationstotheTanzaniaDevelopmentTrust
1640,"COV 15","Murgwanza Council District Hospital, Ngara, Kagera","2020-04-23 00:00:00",1748,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,4,18,"PPE for hospital staff",NULL,NULL,NULL,2020-04-23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%219006&cid=F58F41920BFFDE6E,,NULL,"2020-04-24 20:52:11",1748.0000,ApplicationstotheTanzaniaDevelopmentTrust
1641,"COV 16","Nashamba Health Centre, Muleba, Kagera","2020-04-24 00:00:00",1638,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,4,7,"PPE, application through NGO Tumaini Letu",NULL,NULL,NULL,2020-04-24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%218997&cid=F58F41920BFFDE6E,,NULL,"2020-04-24 20:26:51",2494.0000,ApplicationstotheTanzaniaDevelopmentTrust
1642,"COV 17","Ibwera and Kalema Dispensaries, Bukoba, Kagera","2020-04-24 00:00:00",1743,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,4,6,"Both dispensaries have the same budget for PPE and equipment",NULL,NULL,NULL,2020-04-24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%218999&cid=F58F41920BFFDE6E,,NULL,"2020-04-24 20:32:38",1743.0000,ApplicationstotheTanzaniaDevelopmentTrust
1643,"COV 18","Sumve Designated District Hospital, Kwimba, Mwanza","2020-04-24 00:00:00",1729,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,25,83,"PPE for COVID hospital staff and equipment",NULL,NULL,NULL,2020-04-24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%219002&cid=F58F41920BFFDE6E,,NULL,"2020-04-24 20:41:15",1904.0000,ApplicationstotheTanzaniaDevelopmentTrust
1644,"COV 19","Magomeni Dispansary, Kilosa, Morogoro","2020-04-27 00:00:00",781,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,23,84,"Dispensary, PPE and equipment",NULL,NULL,NULL,2020-04-27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%219009&cid=F58F41920BFFDE6E,,NULL,"2020-04-27 08:37:19",781.0000,ApplicationstotheTanzaniaDevelopmentTrust
1645,"COV 20","Chingulungulu Mission Health Centre, Nanyumbu, Mtwara","2020-04-29 00:00:00",1716,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,8,9,"PPR and thermoscanner",NULL,NULL,NULL,2020-04-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%219013&cid=F58F41920BFFDE6E,,NULL,"2020-04-29 19:15:53",1786.0000,ApplicationstotheTanzaniaDevelopmentTrust
1646,"COV 21","Karongo Health Centre, Kyerwa, Kagera","2020-04-29 00:00:00",1040,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,4,73,"PPE and other items.  Application through NGO Uwabuka Umoja",NULL,NULL,NULL,2020-04-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%219015&cid=F58F41920BFFDE6E,,NULL,"2020-04-29 19:21:50",1646.0000,ApplicationstotheTanzaniaDevelopmentTrust
1647,"COV 22","Sengerema Council Hospital, Sengerema, Mwanza","2020-04-29 00:00:00",1560,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,25,85,"PPE muddled budget",NULL,NULL,NULL,2020-04-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%219019&cid=F58F41920BFFDE6E,,NULL,"2020-04-29 19:27:29",1560.0000,ApplicationstotheTanzaniaDevelopmentTrust
1648,"COV 23","Lushoto District Hospital, Lushoto, Tanga","2020-04-30 00:00:00",1733,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,27,67,"Staff PPE",NULL,NULL,NULL,2020-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%219023&cid=F58F41920BFFDE6E,,NULL,"2020-04-30 08:46:43",2087.0000,ApplicationstotheTanzaniaDevelopmentTrust
1649,"COV 24","Kineng'ene Health Centre, Lindi","2020-04-30 00:00:00",1355,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,10,16,"PPE and other equipment 12 confirmed cases","Application through new LR Ramson Lucus via Steve Scorer.
A/c details Sports Development Aid; not direct to Health Centre. This a/c used previously for VSO/ basketball court project.  Ramsons employers.",NULL,NULL,2020-04-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%219025&cid=F58F41920BFFDE6E,,NULL,"2020-04-30 08:54:34",1355.0000,ApplicationstotheTanzaniaDevelopmentTrust
1650,"COV 25","Bahi District Council, Highly Infectious Disease Treatment (HIDT) Unit, Bahi,  Dodoma","2020-05-01 00:00:00",NULL,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,6,86,"PPE HIDT Unit (Highly Infectious Disease Treatment)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%219030&cid=F58F41920BFFDE6E,,NULL,"2020-05-01 13:16:24",NULL,ApplicationstotheTanzaniaDevelopmentTrust
1651,"COV 26","Kwiro Parish Dispensary, Ulanga, Morogoro","2020-05-02 00:00:00",NULL,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,23,87,"PPE Dispensary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%219032&cid=F58F41920BFFDE6E,,NULL,"2020-05-03 07:44:11",NULL,ApplicationstotheTanzaniaDevelopmentTrust
1652,"COV 27","Gairo Health Centre, Gairo, Morogoro","2020-05-02 00:00:00",NULL,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,23,88,"Health Centre, PPE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%219035&cid=F58F41920BFFDE6E,,NULL,"2020-05-03 07:48:05",NULL,ApplicationstotheTanzaniaDevelopmentTrust
1653,"COV 28","St. Anne's Hospital, Nyasa, Ruvuma","2020-05-02 00:00:00",NULL,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,26,89,"Hospital, staff PPE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%219037&cid=F58F41920BFFDE6E,,NULL,"2020-05-03 07:52:53",NULL,ApplicationstotheTanzaniaDevelopmentTrust
1654,"COV 29","Urambo District Hospital, Urambo, Dodoma","2020-05-02 00:00:00",NULL,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,6,90,"District Hospital, PPE, 4 cases confirmed
Huge budget!",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%219039&cid=F58F41920BFFDE6E,,NULL,"2020-05-03 07:57:35",NULL,ApplicationstotheTanzaniaDevelopmentTrust
1655,"COV 30","Mvomero Health Centre, Mvomero, Morogoro","2020-05-02 00:00:00",NULL,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,23,91,"Health Centre, PPE, 7 confirmed cases",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%219041&cid=F58F41920BFFDE6E,,NULL,"2020-05-03 08:02:33",NULL,ApplicationstotheTanzaniaDevelopmentTrust
1656,"COV 31","Luwana Catholic Dispensary, Ludewa, Njombe","2020-05-03 00:00:00",NULL,NULL,NULL,NULL,NULL,NULL,4,03,NULL,NULL,32,92,"Dispensary, staff PPE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://onedrive.live.com/?id=F58F41920BFFDE6E%219044&cid=F58F41920BFFDE6E,,NULL,"2020-05-03 08:09:40",NULL,ApplicationstotheTanzaniaDevelopmentTrust
