Id,Project_Id,DocName,FilePath,Description,DocCategory
638,47,"MACDOT NEW PROJECT OF TDT.pdf","~/CMS/Docs/47/Documents supporting Application form/MACDOT NEW PROJECT OF TDT.pdf","Project description (PDF version)","Documents supporting Application form"
639,34,"Project contract 2014 TDT  FMN  p1.jpg","~/CMS/Docs/34/Contract/Project contract 2014 TDT  FMN  p1.jpg","Signed Contract page 1",Contract
640,34,"Project contract 2014  TDT  FMN  p2.jpg","~/CMS/Docs/34/Contract/Project contract 2014  TDT  FMN  p2.jpg","Signed contract page 2",Contract
641,38,"CONTRACTTDT KAIBANJA SEC SCHOOL.docx","~/CMS/Docs/38/Contract/CONTRACTTDT KAIBANJA SEC SCHOOL.docx","Signed contract",Contract
642,38,"SWIFT CODEKAIBANJA SEC.SCHOOL ACCOUNT.docx","~/CMS/Docs/38/Other Correspondence/SWIFT CODEKAIBANJA SEC.SCHOOL ACCOUNT.docx","Bank details","Other Correspondence"
643,19,"Signed Contract.pdf","~/CMS/Docs/19/Contract/Signed Contract.pdf","Signed contract",Contract
644,19,"Photo 1  ALEX LUOGA.JPG","~/CMS/Docs/19/Documents supporting Application form/Photo 1  ALEX LUOGA.JPG","Photo Alex Luoga","Documents supporting Application form"
645,19,"Photo 2  MARTHA JAPHET.jpg","~/CMS/Docs/19/Documents supporting Application form/Photo 2  MARTHA JAPHET.jpg","Photo Martha Japhet","Documents supporting Application form"
646,75,UMOA.htm,"~/CMS/Docs/75/General Correspondence/UMOA.htm","Initial correspondence","General Correspondence"
647,75,"Buildings Photo 1.pdf","~/CMS/Docs/75/Documents supporting Application form/Buildings Photo 1.pdf","Photo of building","Documents supporting Application form"
648,75,"umoa profile.doc","~/CMS/Docs/75/Documents supporting Application form/umoa profile.doc","Trust Deed","Documents supporting Application form"
649,36,"CODOSOTDTDECEMBER 2013.doc","~/CMS/Docs/36/General Correspondence/CODOSOTDTDECEMBER 2013.doc","2013-12-24 Reply from CODISO about costs","General Correspondence"
650,36,"CODOSOTDTDECEMBER 2013 reply about costs.htm","~/CMS/Docs/36/General Correspondence/CODOSOTDTDECEMBER 2013 reply about costs.htm","2013-12-24 Reply from Project about costs-htm version","General Correspondence"
651,43,"TDT grant application Diane Senior 2014.htm","~/CMS/Docs/43/General Correspondence/TDT grant application Diane Senior 2014.htm","Grant approved email","General Correspondence"
652,44,"TDT grant applicaiton Helen Paul 2014.htm","~/CMS/Docs/44/General Correspondence/TDT grant applicaiton Helen Paul 2014.htm","Grant approved","General Correspondence"
653,73,"TDT grant applicaiton Carolyn Vincent 2014.htm","~/CMS/Docs/73/General Correspondence/TDT grant applicaiton Carolyn Vincent 2014.htm","Grant approved email 2","General Correspondence"
654,76,"20.12.13 description of Project and Summary of Need.docx","~/CMS/Docs/76/Documents supporting Application form/20.12.13 description of Project and Summary of Need.docx","20/12/13 Summary of Need for dorm and machine shelter","Documents supporting Application form"
655,76,"21.12.13 DAAT application.docx","~/CMS/Docs/76/Documents supporting Application form/21.12.13 DAAT application.docx","21/12/13 DAAT Application","Documents supporting Application form"
656,76,"01.02.2014 Project contract.docx","~/CMS/Docs/76/--Please Select--/01.02.2014 Project contract.docx","01/02/14 Project Contract",Contract
657,76,"07.02.14  6 month progress report.doc","~/CMS/Docs/76/Project Report/07.02.14  6 month progress report.doc","07/02/14 Six month progress report of VTC","Project Report"
658,13,"20140208 Email exchange re status of application.htm","~/CMS/Docs/13/General Correspondence/20140208 Email exchange re status of application.htm","2014-02-08 Email exchange re status of application","General Correspondence"
659,77,"Village Link.txt","~/CMS/Docs/77/General Correspondence/Village Link.txt","Initial correspondence","General Correspondence"
660,78,TDTApplicationFormJan2014DONETFinal.doc,"~/CMS/Docs/78/Application Form/TDTApplicationFormJan2014DONETFinal.doc","Application Form","Application Form"
661,78,"Certificate of Registration1.jpg","~/CMS/Docs/78/Documents supporting Application form/Certificate of Registration1.jpg","Certificate of Registration","Documents supporting Application form"
662,78,"CHAMWINO MAP.doc","~/CMS/Docs/78/Documents supporting Application form/CHAMWINO MAP.doc","Map of Chamwino District","Documents supporting Application form"
663,78,ChamwinoDistrictCouncil.pdf,"~/CMS/Docs/78/Documents supporting Application form/ChamwinoDistrictCouncil.pdf","Letter of recommendation from Dodoma DED","Documents supporting Application form"
664,78,Donet.htm,"~/CMS/Docs/78/General Correspondence/Donet.htm","Initial Correspondence","General Correspondence"
665,78,MlowaBarabaraniRWHBoQ.pdf,"~/CMS/Docs/78/Documents supporting Application form/MlowaBarabaraniRWHBoQ.pdf","Bill of Quantities","Documents supporting Application form"
666,78,MlowaHeadTeacher.pdf,"~/CMS/Docs/78/Documents supporting Application form/MlowaHeadTeacher.pdf","Letter from headmaster","Documents supporting Application form"
667,76,"11.02.2014 Bank statement  receipt.zip","~/CMS/Docs/76/General Correspondence/11.02.2014 Bank statement  receipt.zip","12.02.14  Receipt of funds for both training DAAT & TDT","General Correspondence"
668,19,"oKAknowledgment of MONEYFund Reception Project Ref341.htm","~/CMS/Docs/19/Other Correspondence/oKAknowledgment of MONEYFund Reception Project Ref341.htm","Email confirmation of receipt of funds","Other Correspondence"
669,19,"YAAPA Bank statement 10Feb14.pdf","~/CMS/Docs/19/Other Correspondence/YAAPA Bank statement 10Feb14.pdf","Bank Statement 10Feb14 showing funds received","Other Correspondence"
670,19,"YAAPA RICEIPT FOR FUNDS.jpg","~/CMS/Docs/19/Other Correspondence/YAAPA RICEIPT FOR FUNDS.jpg","Receipt for funds received","Other Correspondence"
671,67,"Ebenezer Project Visit Oct 2013.docx","~/CMS/Docs/67/Visit Report/Ebenezer Project Visit Oct 2013.docx","David Ackland visit report Oct 2013","Visit Report"
672,79,"Contract for Matongo dispensary  Staff house.pub","~/CMS/Docs/79/Contract/Contract for Matongo dispensary  Staff house.pub","Project Contract",Contract
673,79,"MATONGO DISPENSARY  STAFF HOUSE CONSTRUCTION.doc","~/CMS/Docs/79/General Correspondence/MATONGO DISPENSARY  STAFF HOUSE CONSTRUCTION.doc","Letter with budget","General Correspondence"
674,79,"Matongo Dispensary Dec 2013.pdf","~/CMS/Docs/79/General Correspondence/Matongo Dispensary Dec 2013.pdf","Briefing about Dispensary","General Correspondence"
675,6,"Email to Ndugu Philemon Boyo from JC on 15Feb14.docx","~/CMS/Docs/6/General Correspondence/Email to Ndugu Philemon Boyo from JC on 15Feb14.docx","Email to Ndugu Philemon Boyo from JC on 15Feb14","General Correspondence"
676,6,"Regarding poultry advice from Dan.docx","~/CMS/Docs/6/Other Correspondence/Regarding poultry advice from Dan.docx","Advice from Dan re poultry","Other Correspondence"
677,52,"Izimbya re Grants reminder Februarey 2014 from the Hilden Charitable Fund HCF and TDT for 201314.htm","~/CMS/Docs/52/--Please Select--/Izimbya re Grants reminder Februarey 2014 from the Hilden Charitable Fund HCF and TDT for 201314.htm","Email to Izimbya re grant top up reminder for plans","General Correspondence"
678,56,"RE ikimba phone numbers.htm","~/CMS/Docs/56/Other Correspondence/RE ikimba phone numbers.htm","Contact numbers for 4 schools","Other Correspondence"
679,55,"Fw Email From Computers 4 Africa re Tunamkumbuka Feb 2014.htm","~/CMS/Docs/55/General Correspondence/Fw Email From Computers 4 Africa re Tunamkumbuka Feb 2014.htm","Re top up grant - computers etc","General Correspondence"
680,55,"Fw Computers Tunamkumbaka Feb 2014.eml","~/CMS/Docs/55/General Correspondence/Fw Computers Tunamkumbaka Feb 2014.eml","Re top up grant - computers etc","General Correspondence"
681,55,"Re THE SECOND  GRANT OF 20132014 Tunamkumbuka Feb2014.eml","~/CMS/Docs/55/General Correspondence/Re THE SECOND  GRANT OF 20132014 Tunamkumbuka Feb2014.eml","Re top up grant - computers etc","General Correspondence"
682,55,"RE 201314 Grant Stage 2 Tunamkumbuka Feb2014.eml","~/CMS/Docs/55/General Correspondence/RE 201314 Grant Stage 2 Tunamkumbuka Feb2014.eml","Re top up grant - computers etc","General Correspondence"
683,55,"Re 201314 Grant Stage 2 Tunamkumbuka Feb 2014.htm","~/CMS/Docs/55/General Correspondence/Re 201314 Grant Stage 2 Tunamkumbuka Feb 2014.htm","Re top up grant - computers etc","General Correspondence"
685,53,"Re STAGE2 PLAN Feb 2014 2.htm","~/CMS/Docs/53/General Correspondence/Re STAGE2 PLAN Feb 2014 2.htm","Plan for 2013 top up spending re E Mashasi reply","General Correspondence"
686,67,"First email questions from Project officer to Ebeneza G.docx","~/CMS/Docs/67/General Correspondence/First email questions from Project officer to Ebeneza G.docx","First response with questions from Project Officer 23rd February","General Correspondence"
687,67,"letter to F of T sharing info re ebeneza group.docx","~/CMS/Docs/67/General Correspondence/letter to F of T sharing info re ebeneza group.docx","some information from Friends of Tanzania USA concerning their previous funding of Ebeneza group","General Correspondence"
688,6,"Julian and Ann Visit Report 2013.docx","~/CMS/Docs/6/Visit Report/Julian and Ann Visit Report 2013.docx","Visit report from Julian and Ann, January 2013","Visit Report"
689,43,"PG VSO applications review 1 Feb 2014.htm","~/CMS/Docs/43/General Correspondence/PG VSO applications review 1 Feb 2014.htm","Sub committee review 1","General Correspondence"
690,56,"Reply to C Mnubi re report 1 January 2014.htm","~/CMS/Docs/56/General Correspondence/Reply to C Mnubi re report 1 January 2014.htm","Reply to Mnubi re report on NV work 1 Jan 2014","General Correspondence"
691,61,"YAAPATDT Project 3rd Quarterly Progress Report.doc","~/CMS/Docs/61/Project Report/YAAPATDT Project 3rd Quarterly Progress Report.doc","3rd Quarterly Report of Project","Project Report"
692,80,"PARTINESHIP WITH TEDDIC.doc","~/CMS/Docs/80/General Correspondence/PARTINESHIP WITH TEDDIC.doc","Word doc asking for partnership","General Correspondence"
693,80,"RE APPLICATION FOR PARTINERSHIP.htm","~/CMS/Docs/80/General Correspondence/RE APPLICATION FOR PARTINERSHIP.htm","Initial email exchange","General Correspondence"
694,3,Kasimbu.htm,"~/CMS/Docs/3/Other Correspondence/Kasimbu.htm","Response to Feb 2014 request for new equipment, asking them for impact report of this project","Other Correspondence"
695,81,"READ International Update.htm","~/CMS/Docs/81/General Correspondence/READ International Update.htm","Initial email exchange","General Correspondence"
696,65,"Your application to TDT ref 348.htm","~/CMS/Docs/65/General Correspondence/Your application to TDT ref 348.htm","email 24th Feb 14 saying on waiting list","General Correspondence"
697,65,"Tanzania Dev trust fund.pdf","~/CMS/Docs/65/Application Form/Tanzania Dev trust fund.pdf","Application form and other information","Application Form"
698,74,"BUSHABANI SECONDARY SCHOOL.doc","~/CMS/Docs/74/General Correspondence/BUSHABANI SECONDARY SCHOOL.doc","letter received 19 Feb 14 requesting motorbike for head teacher","General Correspondence"
699,82,OVERVIEW.docx,"~/CMS/Docs/82/Documents supporting Application form/OVERVIEW.docx",Overview,"Documents supporting Application form"
700,82,DISPENSARY.docx,"~/CMS/Docs/82/Documents supporting Application form/DISPENSARY.docx","Dispensary document","Documents supporting Application form"
701,82,"UGHANDI B VILLAGE PROJECT.docx","~/CMS/Docs/82/Documents supporting Application form/UGHANDI B VILLAGE PROJECT.docx","Project description document","Documents supporting Application form"
702,82,"Ughandi B.htm","~/CMS/Docs/82/General Correspondence/Ughandi B.htm","Initial email exchange","General Correspondence"
703,83,TDTApplicationFormJan20141.doc,"~/CMS/Docs/83/Application Form/TDTApplicationFormJan20141.doc","Application form","Application Form"
704,83,"REGISTRATION CERTIFICATE.JPG","~/CMS/Docs/83/Documents supporting Application form/REGISTRATION CERTIFICATE.JPG","Registration certificate","Documents supporting Application form"
705,83,"DETAILED BUDGET.TDT.doc","~/CMS/Docs/83/Documents supporting Application form/DETAILED BUDGET.TDT.doc",Budget,"Documents supporting Application form"
706,83,"RE APPLICATION FOR GRANT FUNDS FOR BEEKEEPING PROJECT .htm","~/CMS/Docs/83/General Correspondence/RE APPLICATION FOR GRANT FUNDS FOR BEEKEEPING PROJECT .htm","Initial email exchange","General Correspondence"
707,84,"TDTApplicationFormJan2014 ATD Fourth World.doc","~/CMS/Docs/84/Application Form/TDTApplicationFormJan2014 ATD Fourth World.doc","Application form","Application Form"
708,84,"ATD Fourth World  Registration Certificate.pdf","~/CMS/Docs/84/Documents supporting Application form/ATD Fourth World  Registration Certificate.pdf","Registration Certificate","Documents supporting Application form"
709,84,"ATD Fourth World 2014 Birth Registration Budget.xls","~/CMS/Docs/84/Documents supporting Application form/ATD Fourth World 2014 Birth Registration Budget.xls",Budget,"Documents supporting Application form"
710,84,"ATD Fourth World letter of recommendation.jpg","~/CMS/Docs/84/Documents supporting Application form/ATD Fourth World letter of recommendation.jpg","Letter of recommendation","Documents supporting Application form"
711,84,"ATD Fourth World additinal information.doc","~/CMS/Docs/84/Documents supporting Application form/ATD Fourth World additinal information.doc","Additional information","Documents supporting Application form"
712,84,"Hamisi Mpana photograph ID.jpg","~/CMS/Docs/84/Documents supporting Application form/Hamisi Mpana photograph ID.jpg","Hamisi Mpana photo ID","Documents supporting Application form"
713,84,"Robert Jordan photograph ID.jpg","~/CMS/Docs/84/Documents supporting Application form/Robert Jordan photograph ID.jpg","Robert Jordan photo ID","Documents supporting Application form"
714,84,"Map iof Tandale.doc","~/CMS/Docs/84/Documents supporting Application form/Map iof Tandale.doc","Map of Tandale","Documents supporting Application form"
715,84,"Tandale Birth Registration in 2013.JPG","~/CMS/Docs/84/Documents supporting Application form/Tandale Birth Registration in 2013.JPG","Birth registration photo","Documents supporting Application form"
716,84,"RE Application from ATD Fourth World.txt","~/CMS/Docs/84/Documents supporting Application form/RE Application from ATD Fourth World.txt","Initial email correspondence","Documents supporting Application form"
717,85,"TDT Application Form 201314.doc","~/CMS/Docs/85/Application Form/TDT Application Form 201314.doc","Application Form","Application Form"
718,85,"DED BUNDA.pdf","~/CMS/Docs/85/Documents supporting Application form/DED BUNDA.pdf","Letter of recommendation from Bunda District DED","Documents supporting Application form"
719,85,"CONTACT PERSON.pdf","~/CMS/Docs/85/Documents supporting Application form/CONTACT PERSON.pdf","Contact persons details and photos","Documents supporting Application form"
720,85,"INVOICE 1.pdf","~/CMS/Docs/85/Documents supporting Application form/INVOICE 1.pdf","Invoice no. 1","Documents supporting Application form"
721,85,"INVOICE 2.pdf","~/CMS/Docs/85/Documents supporting Application form/INVOICE 2.pdf","Invoice no. 2","Documents supporting Application form"
